lemma,HasProperty,MotivatedByGoal,CapableOf,NotUsedFor,HasFirstSubevent,Desires,InstanceOf,DerivedFrom,HasSubevent,RelatedTo,CausesDesire,MadeOf,SymbolOf,PartOf,EtymologicallyDerivedFrom,UsedFor,AtLocation,Synonym,IsA,Causes,TranslationOf
任性,,,,,,吃飯,,,,,,,,,,,女孩子,,"不好的習慣,個性","生氣,討人厭,放肆,甩老公一巴掌,公主病",
仰觀,,,,,,,,,,,,,,,,,,,,,
仰慕,,,,,,,,,,,,,,,,,,,,,
仰望,,,,,,,,,,,,,,,,,星辰,,,,
仰天長歎,,,,,,,,,,,,,,,,,,,,,
仰天大笑,,,,,,,,,,,,,,,,,,,,,
交戰,,,,,,,,,,,,,,,,,,,,,
交惡,,,,,,,,,,,,,,,,,,,,,
交往,快樂,"結婚,愛,愛情,孤單,炫耀,閃別人,不孤單","接吻,擁抱,牽手",,"先認識,牽手",假意,,,一直在獎電話,,,,,,,,,,"過程,感覺,行動","快樂,牽手,結婚,開心,愛情,接吻,上床,親親,爭吵,痛苦,分手,吵架,傷心,求婚,為愛瘋狂,興奮,進一步認識,步入婚姻",
丟醜,,,,,,,,,,,,,,,,,,,,,
丟臉,,,,,,尊嚴,,,"偷東西,有人偷笑",,"找洞鑽,裝死,揍人,把臉找回來",,,,,,,,,"生氣,想撞牆,不知所措,遮臉,崩潰,無言,好笑,頹喪,找洞鑽進去,羞愧,不爽",
丟棄,,,製造垃圾,,,,,,,,,,,,,,,,,浪費,
丟面子,,,,,,,,,,,,,,,,,,,,,
丟下,,,,,,,,,,,,,,,,,,,,,
丟人現眼,,,,,,,,,,,,,,,,,,,,,
丟人,,,,,,,,,,,,,,,,,,,,,
矛盾,,,,,,,,,,,,,,,,,,,,,
目瞪口呆,,,,,,,,,震驚,,,,,,,,,,,,
皮笑肉不笑,,,,,,,,,,,,,,,,,,,,,
白癡,,"笨,傻,呆","睡覺,亂叫,耍白癡",,,"變聰明,智障,變正常,撞牆,耍笨,鬧,笑,變更聰明,變最聰明",,白癡/n,"鄉民,陳水扁,耍笨","/c/en/idiocy,/c/en/idiot",,笨笨的人,"智障,丁丁",,,,"勁舞團,台大,醫院",傻瓜,,"很呆,很蠢,被罵",
白痴,,,"吃屎,玩",,,"智障,被罵,你,玩遊戲,睡覺,被遺棄,做作業",,,"自言自語,吃芝麻噎到,笨蛋","/c/en/idiot,/c/en/idiocy",,"腦殘,異常的反應,笨蛋",笨,,,,"學校,總統府,吳伯雄,海協會,走廊,綠軍支持者",傻瓜,病,"想扁他,白眼,蠢,好笑",
白目,,"腦殘的腦袋,無聊,不懂事,太幼稚","惹人討厭,被人打,殺人,討噓",,,"耍白目,亂回答",,,,,"打人,生氣,無言,亂扣別人點數",,,,,,,,,"生氣,被打,被罵,公憤,家暴,被揍,挨罵,腦殘,車禍,憤怒,不爽,想扁他,想揍人,殺身之禍,放肆,被人扁,公幹,惡運,殘廢,比中指,被殺死,吵架,失敗,水桶他",
甲賽,,,,,,,,,嘔吐,,,,,,,,,,,,
用力,,"大便,上廁所,拉屎,拿東西,拿水桶,放屁,出力,扛東西,拔插頭,使勁,扭開封死罐頭,跳起來,開罐頭,擠羊奶,棒賽,背東西",,,,,,,"臉紅,握緊拳頭,放屁,不小心捏碎東",,,,,,,脫鞋,,,,感覺累,
生疑,,,,,,,,,,,,,,,,,,,,,
生厭,,,,,,,,,,,,,,,,,,,,,
生疏,,,,,,,,,,,,,,,,,,,,,
生悶氣,,"煩,避免爭執場面,不高興,不想爭吵,不想多說",,,,,,,去看電影,,做事情,,,,,,,,,不說話,
生動,,,,,,,,,,,,,,,,,,,,,
生病,,,睡覺,,"看醫生,休息,吃藥",,,,"吃藥,看醫生,睡覺,休息,頭痛,發燒,多喝水,咳嗽,請假,打針,不舒服,喝水",,"睡覺,看醫生,吃藥,休息",,,,,,,,,"吃藥,難過,不舒服,看醫生,睡覺,發燒,頭痛,咳嗽,死亡,想睡覺,痛苦,請假,休息,打針,流鼻水,想睡,頭暈",
生氣勃勃,,,,,,,,,,,,,,,,,,,,,
生氣_1,,,,,,,,,,,,,,,,,,,,,
生氣,,"被罵,不爽,肚子餓,被打,心情不好",,,,,,,"罵人,打人,大叫,摔東西,哭,睡覺",,"打人,罵人,吃東西,哭,摔東西,揍人,大叫,睡覺",,,,,,,,,"打人,罵人,難過,哭,心情不好,想打人,不開心,吵架,憤怒,不說話",
生恐,,,,,,,,,,,,,,,,,,,,,
生怕,,,,,,,,,,,,,,,,,,,,,
生命力,,,,,,,,,,,,"夢想,意志力,紅水,信念,愛",,,,,,,,,
甘願,,,,,,,,,,,,,,,,,,,,,
甘當,,,,,,,,,,,,,,,,,,,,,
甘於,,,,,,,,,,,,,,,,,,,,,
甘心情願,,,,,,,,,,,,,,,,,,,,,
甘心,,,,,,,,,,,,,,,,,,,,,
犯賤,,,,,,,,,女朋友劈腿,,揍他,,,,,,,,,被人扁,
犯嘀咕,,,,,,,,,,,,,,,,,,,,,
犯愁,,,,,,,,,,,,,,,,,,,,,
民怨沸騰,,,,,,,,,,,,,,,,,,,,,
正面,,,,,,,,,,,反面,,,,,,,,,,
正中下懷,,,,,,,,,,,,,,,,,,,,,
正,,"好人緣,一個帥哥男友",,,,,,,"戴眼鏡,美女",,,,,,,,"12樓,正姐",,,"漂亮,不歪,養眼,有人追,好看,無名人氣高,很多人追",
末日,,,,,,,,,,,,破壞,,,,,,,,毀滅,
未知,,,,,,,,,,,,乙太,,,,,,,"恐懼,期待,驚喜,神奇寶貝,命運,好奇,探索,變化","神秘,冒險,天機,恐懼,追求真理",
打攪,,,,,,,,,,,,,,,,,,,,,
打斷,,,,,,,,,,,,,,,,,,,,不爽,
打擾,,,,,,,,,,,,,,,,,,,,,
打擊,,打棒球,,,,,,,,,,,,,,,,,,"沮喪,放棄,頭暈",
打鼓,,打咚咚,,,"練好節奏感,拿鼓棒,準備好鼓棒",,,,,,,,,,,,,,拍打,,
打結,,,,,,,,,,,,,,,,,,,,恐慌,
打敗,,,,,,,,,,,,,,,,,,,,,
打情罵俏,,,情人,,,,,,,,,,,,,,,,生活美學,"陶醉,被打死,臉紅心跳,感情提升,眼紅,被罵死,閃到路人",
打破,,,,,,,,,,,,,,,,,,,,,
打倒,,,,,,,,,,,,,,,,,,,,,
打架,,"生氣,不爽,發洩,憤怒","流血,受傷",,,,,,,,,,,,,,,,對抗,"受傷,流血,傷害,生氣,骨折,死亡,被警察抓,警察,分手,被記過,進醫院,被罵,不爽,死掉,傷口,被告,糾紛,麻煩",
打岔,,,,,,,,,,,,,,,,,,,,,
打仗,,,"家破人亡,物價高漲,破壞和平,造成悲劇",,"穿好戰袍,上戰場,帶槍",軍人,,,"躲起來,射敵人,赤壁",,,,,,,,,,,,
打,,"好看的外表,發洩,屁股痛,被甩","打麻將,打針",,,砲,,,"叫,憤怒,笑",,,,,,,,,,,"痛,改過自新",
平穩,,,,,,,,,,,,,,,,,,,,,
平靜,"和平,等待,祥和,無聲,大家,沉默",不嗨,,,,,,,,,,,,,,,"緩和,心靈",,,,
平淡,,大哭一場,,,,,,,,,,,,,,,,,,,
平庸,,,,,,,,,,,,,,,,,,,,,
平和,,,,,,,,,,,,,,,,,,,,,
平安,,,,,,"家,安全,過年",,,,"/c/en/safe,/c/en/peaceful",追求,,,,,,,,,"快樂,開心,高興,很開心",
平心靜氣,,"用功唸書,睡眠",,,,,,,,,,,,,,,,,,好運,
左右為難,,,,,,,,,,,,,,,,,,,,,
左支右絀,,,,,,,,,,,,,,,,,,,,,
奴顏婢膝,,,,,,,,,,,,,,,,,,,,,
奴才,,,,,,,,,,,,,,,,,,,,,
失魂落魄,,,,,,,,,,,,,,,,,,,,,
失誤,,,,,,,,,摔盤子,,"撞牆,罵髒話,哭",,,,,,,,,"難過,很笨,沮喪,想死,一發不可收拾,生氣,賠罪",
失落,,"不愛我,想要的得不到,洞房不舉,委屈,被劈腿,不理我",,,,,,,"傷心,心痛,想哭,謝斯底里,有人大哭",,"哭,流淚",,,,,,"背影殺手,情傷",,,"難過,戒酒銷籌",
失意,,,"撞牆,喝酒",,,喝酒,,,"生氣,心情不好",,"抽菸,喝酒,失學",,,,,,,,遺忘,"難過,頹喪,墮落,憂鬱,喝酒",
失望,,,,,,,,,"難過,哭,哭泣,希望",,"哭,放棄,難過",,,,,,,,,"難過,悲傷,絕望,生氣,哭泣,想哭,放棄,不開心,流眼淚,眼淚,痛苦,哭哭",
失敗,,成功,"難過,沮喪,哭,振作",,,,,,大哭,,"哭,生氣,放棄",,,,,,,,,"難過,生氣,成功,失望,傷心,悲傷,哭泣,沮喪,受挫,絕望,憤怒,成長,哭,覺得沮喪,一蹶不振,轉機",
失控,,,,,,,,,發飆,,,,,,,,,,/c/ko/운동경기,,
失笑,,,,,,,,,,,,,,,,,,,,,
失眠,,"熬夜,睡不著",,,,睡覺,,,"睡不著,吃安眠藥,看電視",,"睡覺,數羊,生氣",,,,,,,,,"頭痛,睡不著,黑眼圈,精神不好,生氣,睡眠不足,很累,看書,焦慮,沒精神,累,打瞌睡,熬夜,疲勞,暴躁,痛苦,不開心,難過,無聊,精神不濟,胡思亂想",
失色,,,,,,,,,,,,,,,,,,,,,
失去,"像被掏空,痛苦,痛苦難耐",,,,,哭,,,失,,"哭,珍惜生命",,,,,,,,,"難過,想念,悲傷,傷心,想哭,落淚,珍惜,哭泣,失望,心碎,想飛,無力,珍惜過去,獲得,努力,思念,寂寞,崩潰,想念一個人,害怕,落寞",
外傷,,,,,,,,,,,,,,,,,,,,,
外行,,,,,,,,,,,,,,,,,,,,,
外向,,"好朋友,豔遇",,,,,,,,,,,,,,,,,,"人緣好,不怕生,易交友",
可驚,,,,,,,,,,,,,,,,,,,,,
可靠,,,,,,,,,,,,,,,,,,,,,
可歎,,,,,,,,,,,,,,,,,,,,,
可憐,,,,,,,,,"哭泣,無助",,,,,,,,,,,"同情,憐憫,可愛,疼愛,有同情心,關心",
可憎,,,,,,,,,,,,,,,,,,,,,
可鄙,,,,,,,,,,,,,,,,,,,/c/en/build,,
可愛,,,,,,,,,"小豬,小baby,小孩,我,貓",,"親親,open降,我",,長毛臘腸,,,,小孩,,,"愛,喜歡,喜歡你",
可意,,,,,,,,,,,,,,,,,,,,,
可賀,,,,,,,,,,,,,,,,,,,,,
可惡,,,,,,,,,面目可憎,,,,,,,,,,,,
可悲,,,,,,,,,,,,,,,,,,,,,
可喜,,,,,,,,,,,,,,,,,,,,,
可望而不可及,,,,,,,,,,,,,,,,,,,,,
可望,,,,,,,,,,,,,,,,,,,,,
可惜,,,,,,,,,,,,,,,,,,,,,
可笑,,,,,,,,,,,,,,,,,,,,,
可氣,,,,,,,,,,,,,,,,,,,,,
可恥,,,,,,,,,,,,,,,,,,,,,
可恨,,,,,,,,,,,,,,,,,,,,,
可怕,"恐怖,感覺,心理作用,討厭",,尖叫,,,,,,"地震,尖叫聲,鬼屋,半夜在街上走",,,,,,,,"心理,流浪狗,殺人魔",,,"躲起來,放棄",
可心,,,,,,,,,,,,,,,,,,,,,
可口,,,,,,,,,"好吃,巧克力",,,,,,,,茭白筍,,,,
叫苦連天,,,,,,,,,,,,,,,,,,,,,
叫苦不迭,,,,,,,,,,,,,,,,,,,,,
只怕,,,,,,,,,,,,,,,,,,,,,
只求,,,,,,,,,,,,,,,,,,,,,
叨念,,,,,,,,,,,,,,,,,,,,,
另眼看待,,,,,,,,,,,,,,,,,,,,,
另眼相看,,,,,,,,,,,,,,,,,,,,,
古怪,,,,,,,,,,,,,,,,,,,,,
去死,,"被丟閃光彈,憂鬱",,,,,,,,,,,,,,,,,,,
半信半疑,,,,,,,,,,,,,,,,,,,,,
北爛,,,,,,,,,,,,,,,,,,,,,
北七,,,,,,,,,,,,,,,,,,,,,
匆忙,,,,,,,,,,,,,,,,,,,,,
功勞,,,,,,,,,,,,,,,,,,,,,
出神,,,,,,,,,,,,,,,,發呆,,,,,
出氣,,垂頭喪氣,,,,,,,,,,,,,,,,,,,
出色,,,,,,,,,,,,,,,,,,,,,
出乎意料,,,,,,,,,,,,,,,,,,,,呆愣木訥,
充沛,,,,,,,,,,,,,,,,,,,,,
以淚洗面,,,,,,,,,,,,,,,,,,,,,
以為,,,,,,,,,,,,,,,,,,,,,
令人擔憂,,,,,,,,,,,,,,,,,,,,,
令人髮指,,,,,,,,,,,,,,,,,,,,,
令人滿意,,,,,,,,,,,,,,,,,,,,,
令人鼓舞,,,,,,,,,,,,,,,,,,,,,
令人羨慕,,,,,,,,,,,,,,,,,,,,,
令人感動,,,,,,,,,,,,,,,,,,,,,
令人堪憂,,,,,,,,,,,,,,,,,,,,,
令人生畏,,,,,,,,,,,,,,,,,,,,,
令人心悸,,,,,,,,,,,,,,,,,,,,,
令人不安,,,,,,,,,,,,,,,,,,,,,
付出,,"愛,錢,幸福的家庭,愛情,女人,真心,享受,朋友,回饋,幸福,收穫,努力,成功,理想的對象,女友,有對等付出,真愛,開心",,,,,,,"媽媽,花錢",,,,,,,,愛情,,"犧牲,體會,快樂,關心","快樂,收穫,希望,感動,幸福,不捨,累",
付之一笑,,,,,,,,,,,,,,,,,,,,,
他媽的,,,,,,,,,,,,,,,,,,,,,
他馬的,,,,,,,,,,,,,,,,,,,,,
他奶奶的,,,,,,,,,,,,,,,,,,,,,
仔細,,,,,,,,,,,,,,,,,,,,,
乏味,,,,,,,,,,,,,,,,,,,,打哈欠,
乏力,,,,,,,,,,,,,,,,,,,,,
乏,,,,,,,,,,,,,,,,,,,,,
世仇,,,,,,,,,,,,,,,,,,,,,
王子病,,,,,,,,,,,,,,,,,,,,,
王八蛋,,,"吃,撒,喝,拉",,,烏龜,,,,,,,,,,,女,,,,
王八,,,,,,,,,,,生氣,,,,,,,,,,
牛,吃草,,"吃草,耕田,叫,睡覺,生小牛,犁田,拉車,哞哞叫,擠牛奶,大便,生產牛奶,走路,走,吃飯,喝水,拉牛車,拖車,睡,被吃,吃東西,尿尿,生產牛乳,喝,鬥牛",,,"獅子,老虎,吃草,野草,人,睡覺,牛奶",,,,,,,,,,,"動物園,農場,農村",,"動物,食材,生物,食物",,
火燒火燎,,,,,,,,,,,,,,,,,,,,,
火熱,,,,,,,,,,,,,,,,,,,,,
火冒三丈,,,,,,,,,別這樣,,大叫,,,,,,,,,,
火,"危險,恐怖",,"燃燒,燙,燎原,燒,失火",,,水,,,紅色,,,"氧氣,燃點,打火機",,五行,,"煮飯,熱鍋,煮菜,煮東西,烤玉米,燒開水,抽菸,放火,煮麵,取暖,玻璃杯",鍋子,,,"火災,燃燒",
毛骨悚然,,,,,,,,,,,,,,,,,,,,,
毛,,,保暖,,,,,,,,,"原子,細胞,蛋白質,腳毛,四劃,頭毛,手毛",,身體,,,"獅子,老鼠,狗,小雞,貓,馬爾濟斯,小鳥,腳上,屁股,腋下,兔子,小狗,抓癢時,企鵝,動物,貓咪,老虎,雪貂,鼻孔,喵咪,無尾熊,蟲蟲",,,,
欠債,,買東西,,,,,,,付錢,,,,,,,,,,,"麻煩,逃跑",
木雕泥塑,,,,,,,,,,,,,,,,,,,,,
木然,,,,,,,,,,,,,,,,,,,,,
方寸已亂,,,,,,,,,,,,,,,,,,,,,
文人相輕,,,,,,,,,,,,,,,,,,,,,
支撐,,,,,,,,,,,,,,,,,,,,,
支配,,有權,,,,,,,,,,,,,,,,,,,
支持,,,,,,,,,,,,,,,,選舉,,,,,
手舞足蹈,,"開心,快樂,高興,聽音樂,覺得快樂,很開心,中獎",,,,,,,,,,,"興奮,快樂,高興",,,快樂,,,,,
手殘,,,,,,,,,,,亂扣別人點數,,,,,,,,,"弄石膏,教人幫忙,去看醫生,用腳做事",
手足無措,,,,,,,,,,,,,,,,,,,,"很煩惱,很緊張",
手忙腳亂,,,,,,,,,,,,,,,,,,,,,
心驚膽顫,,踢足球,,,,,,,,,,,,,,,,,,,
心驚膽戰,,,,,,,,,,,,,,,,,,,,,
心驚肉跳,,,,,,,,,,,,,,,,,,,,,
心驚,,,,,,,,,半夜鬼敲門,,,,,,,,,,,,
心曠神怡,,,,,,,,,,,,,,,,,,,,,
心膽俱裂,,,,,,,,,,,,,,,,,,,,,
心靜,,,,,,,,,,,,,,,,,,,/c/en/populate_place,,
心餘力絀,,,,,,,,,,,,,,,,,,,,,
心醉,,,,,,,,,,,,,,,,,,,,,
心潮難平,,,,,,,,,,,,,,,,,,,,,
心潮澎湃,,,,,,,,,,,,,,,,,,,,,
心潮起伏,,,,,,,,,,,,,,,,,,,,,
心酸,,,,,,,,,,,,,,,,,暗戀,,遺忘,"自閉,哭,難過,躲起來",
心滿意足,,愉快的心,,,,,,,,,,,,,,,,,好事,"不再貪求,開心的笑,更加知福惜福,更快樂",
心碎,"傷心,難過,生不如死","難過,失戀,心痛,服喪,累了,想離開,傷心",,,,,,,"憔悴,傷心,淚目",,"哭喊,淚崩",,,,,,,,,"難過,心痛,更努力,不能言語,哀傷,悲傷,眼淚流不停,覺得難過,流淚",
心煩意躁,,,,,,,,,,,,,,,,,,,,,
心煩意亂,,,,,,,,,,,,,,,,,,,,,
心煩,,找提款卡,,,,睡覺,,,"大吼,找人聊天,聽歌,想一個人,臭臉",,"頭痛,吃東西,洗澡",,,,,,,,,"大吃大喝,累,亂花錢,憤怒,暴躁易怒,放空,力不從心,心浮氣躁",
心慌意亂,,,,,,,,,,,,,,,,,,,,,
心慌,,,,,,,,,,,,,,,,,,,,跌倒,
心愛,,,,,,,,,,,,,,,,,,,,,
心亂如麻,,,,,,,,,,,,,,,,,,,,,
心虛,,"不勞而獲,騙人,作壞事,烙跑,說謊",,,,,,,"傻笑,裝傻,不講話,看別的地方,看地上,講話結巴,很心虛,說謊,找別的話題,眼神向上,不敢看一個人,夢到情人,眼神一直飄,逃避,夜半鬼敲門",,,,,,,,,,,"發抖,愧疚,謊話連篇",
心痛,痛苦,"失戀,心碎,心臟病,生病",難過,,,,,,"哭,不講話,哭了,憂鬱",,"哭泣,呵護,打人",痛,,,,,,,"病,感覺,痛,心病","難過,哭,想哭,哭泣,大哭",
心焦,,,,,,,,,,,,,,,,,,,,,
心寒,,,,,,,,,,,,,,,,,,,,"覺得冷,不哭不笑",
心情,"難過,緊張,興奮,開心",,悶,,,晴朗,,,"音樂,快樂",,,"怒,喜,悲傷,人",,,,,"狗,網誌",,"感覺,情感",,
心神不寧,,,,,,,,,,,祈禱,,,,,,,,,"心不在焉,事情做不好,做錯事,做事不專心,打錯電話",
心神不定,,,,,,,,,,,,,,,,,,,,,
心神不安,,,,,,,,,,,,,,,,,,,,,
心疼,,"難過,愛上了,捨不得,心臟病,輸錢,是小器鬼",,,"安慰對方,吃藥,照顧對方",,,,,,愛護,,,,,,,,,心愛,
心急如焚,,,,,,,,,,,,,,,,,,,,,
心急如火,,,,,,,,,,,,,,,,,,,,,
心急火燎,,,,,,,,,,,,,,,,,,,,,
心急,,上廁所,,,,,,,,,,,,,,,,,,,
心花怒放,,戀愛,,,,,,,,,,,,,,,,,,,
心事重重,,,,,,,,,,,,,,,,,,,,,
心灰意懶,,,,,,,,,,,,,,,,,,,,,
心灰意冷,,,,,,,,,,,,,,,,,,,,冷漠,
心有餘悸,,,,,,,,,,,,,,,,,,,,,
心有餘而力不足,,,,,,,,,,,,,,,,,,,,,
心安理得,,,寧靜,,,,,,,,,,,,,,,,,,
心安,,,,,,,,,,,,,,,,,,,,快樂,
心如死灰,,,,,,,,,,,,,,,,,,,,,
心如刀割,,,,,,,,,,,,,,,,,,,,,
心甘情願,,,,,,,,,,,,,,,,,,,,,
心平氣和,,,,,,,,,,,,,,,,,,,,覺得美妙,
心切,,,,,,,,,,,,,,,,,,,,,
心中無數,,,,,,,,,,,,,,,,,,,,,
心中有鬼,,,,,,,,,,,,,,,,,,,,,
引誘,,,,,,,,,,,,,,,,,,,,,
引咎自責,,,,,,,,,,,,,,,,,,,,,
引咎,,,,,,,,,,,,,,,,,,,,,
引人注目,,,,,,,,,,,,,,,,,,,,,
幻想,不實際,"發呆,做愛,幻覺,看電視,有夢想,有腦筋,看小說",,,,,,,"傻笑,安靜,很愛睏",,闔眼,,,,,,"腦海,夢幻",,,幻滅,
巴望,,,,,,,,,,,,,,,,,,,,,
巴不得,,,,,,,,,,,,,,,,,,,,,
巴,,,,,,,,,,,,,,,,,,,,,
少安毋躁,,,,,,,,,,,,,,,,,,,,,
夭壽,,,,,,,,,,,,,,,,,,,,,
太息,,,,,,,,,,,,,,,,,,,,,
天賦,,,,,,,,,,,,,,,,,,,"與生俱來,幸運,才能",,
天資,,,,,,,,,,,,,,,,,,,,,
天堂,大家,,發光,,,壞人,,,"開心,當天使,快樂,無欲,不會想睡,不會老,夢想,守護最愛的人",,,,,,,,"上帝腳,人世間之,地獄之",,"網路遊戲,好人的地方,好地方,幸福的代表",好人,
天怒人怨,,,,,,,,,,,,,,,,,,,,,
天知道,,,,,,,,,,,,,,,,,,,,,
天才,,上進,"發明,睡覺,受歡迎,吃飯,聰明,寫歌,提供意見,辯論,做驚人的事,發明東西,自衛,說驚人的話,拯救地球,造福社會",,,"笨蛋,吃飯,天兵,被誇讚,驕傲,死,生病,說不通的人,出人頭地,屍水,得第一",,,考一百分,,,"經驗,不笨","特別聰明,不笨",,,,北一女中,,職業,,
反駁,,被罵,,,,,,,,,,,,,,,,,,不爽,
反對,,開圖,,,,,,,,,,,,,,,,,,,
反感,,覺得討厭,,,,,,,,,,,,,,,,,,,
反派,,,,,,,,,,,,,,,,,,,,,
反叛,,,,,,,,,,,,,,,,,,,,,
反抗,,太操勞,,,,,,,,,,,,,,,,,對抗,攻擊,
反目為仇,,,,,,,,,,,,,,,,,,,,,
反目成仇,,,,,,,,,,,,,,,,,,,,,
友愛,,"家人,好朋友",,,,,,,,,,,,,,,,,,,
友,,,,,,,,,,,想男朋友,,,,,,,,,,
及時,,,,,,,,,,"/c/en/promptly,/c/en/on_time,/c/en/timely",,,,,,,,,,,
厄運,,,,,,,,,,,,,,,,,,,,"災難,好運,不幸,死亡,苦悶",
勾引,,,,,,,,,,,外遇,,,,,,,,,,
切齒痛恨,,,,,,,,,,,,,,,,,,,,,
切膚之痛,,,,,,,,,,,,,,,,,,,,,
切盼,,,,,,,,,,,,,,,,,,,,,
分擔,,,,,,,,,,,,,,,,,,,,,
分憂,,,,,,,,,,,,,,,,,,,,,
分裂,,,"使團體崩壞,產生新細胞,變兩半,產生新的細胞",,,,,,屁股,,,,,,,,,,,,
分散,,,,,,,,,,,,,,,,,,,,,
分紅,,,,,,,,,,,,,,,,,,,,"錢,努力認真",
分歧,,,,,,,,,,,,,,,,,,,,,
分享,,"快樂,開心,高興,覺得快樂,接受表揚,懷孕,學得開心",,,,,,,,,,,,,,,,,,"快樂,幸福,享受,心情愉悅,愉快,感動",
分手,"傷心,痛苦",,哭,,,哭,,,難過,,"哭,哭泣",,,,,,,,,"難過,傷心,悲傷,哭泣,哭,想哭,痛苦,大哭,流淚,很難過,失望,心痛,生氣,寂寞,心碎,失戀,思念,孤單,不爽,憂鬱,單身,崩潰,自殺",
分心,,睡覺,,,,,,,,,,,,,,,,,,"失敗,危險,被罵,上網,踩到狗屎,跌倒,偷懶,摔跤,沒看書,不專注,車禍,犯錯",
凶,,,,,,,,,,,,,,,,,,,,,
六神無主,,,,,,,,,"上網,發呆,看娘家,看偶像劇",,,,,,,,,,,,
公憤,,,,,,,,,,,,,,,,,,,,"注意,爭議,生氣,集體抗議,群體憤怒",
公車,,,"載人,代步,方便的交通,夾傷乘客",,"投錢,睡覺,上車,排隊",拋錨,,,"坐著,站著,按下車鈴,聊天",,,"鐵,輪胎",,"交通,生活",,"回家,出門,去學校,上學,放學,找朋友","馬路上,公車站,馬路,台南",,"交通工具,車,機器","方便,到了",
公主病,"不被允許,從小養成,可以改變,令人厭惡的,自我中心",,,,,,,,,,,"自戀,自信,寵愛,習慣","嬌理嬌氣,不知感恩,愛指使人,不體貼,喜歡有僕人,千金小姐",,,,,,"不好的病,難搞的病,不治之症,男人討厭的病,正妹的病","被排擠,討厭,被甩,被拋棄",
內疚,,,,,,,,,,,,,,,,,,,,自殺,
內外交困,,,,,,,,,,,,,,,,,,,,,
元兇,,,,,,,,,,,,,,,,,,,,,
今是昨非,,,,,,,,,,,,,,,,,,,,,
仇敵,,,,,,,,,,,,,,,,,,,,,
仇視,,,,,,,,,,,,,,,,,,,,,
仇殺,,,,,,,,,,,,,,,,,,,,,
仇恨,,,,,,,,,,,殺人,,,,,,,,,"報復,戰爭,不好的事,哀傷,不幸,不開心的結果,血戰,啜泣",
仇人,生氣的,,,,,"他,你,子彈,愛",,,,,,,,,,上黑特,地球,,,放火,
仇,,,,,,,,,,,,,,,,,"情緒,心中",,"恨,冤,怨,憎恨,討厭,不能忘,感覺,不同路,厭惡",恨,
仄,,,,,,,,,,,,,,,,,,,,,
仁慈,,,,,,,,,,,,,,,,,,,,"同情,殘酷,悲劇,憐憫",
仁義,,,,,,,,,,,,,,,,,,,,,
仁愛,,,,,,,,,,,,,,,,,,,,,
仁術,,,,,,,,,,,,,,,,,,,,,
仁心,,,,,,,,,,,,,,,,,,,,德政,
五內俱裂,,,,,,,,,,,,,,,,,,,,,
中斷,,,,,,,,,,,,,,,,,,,,,
中意,,,,,,,,,,,,,,,,,,,,,
不讚一詞,,,,,,,,,,,,,,,,,,,,,
不顧一切,,,勇無謀,,,,,,,,,,,,,一夜情,,,,,
不願,,,,,,,,,,,,,,,,,,,,,
不聲不響,,,,,,,,,,,,,,,,,,,,,
不齒,,,,,,,,,,,,,,,,,,,,,
不適,,,,,,,,,,,,,,,,,,,,,
不盡人意,,,,,,,,,,,,,,,,,,,,,
不滿,,,,,,,,,,,,,"想打人,不爽",,,,,,,"吵架,暴動,上街抗議,閃人",
不摸頭,,,,,,,,,,,,,,,,,,,,,
不過意,,,,,,,,,,,,,,,,,,,,,
不詳,,,,,,,,,,,,,,,,,,,,,
不解,,,,,,,,,,,,,,,,,,,,恨,
不當,,,,,,,,,,,,,,,,,,,,,
不慌不亂,,,,,,,,,,,,,,,,,,,,,
不慌不忙,,,,,,,,,,,,,,,,,,,,,
不愧為,,,,,,,,,,,,,,,,,,,,,
不愧,,,,,,,,,,,,,,,,,,,,,
不順,,,,,,,,,,,靠夭,,,,,,,,,"生氣,放棄,想哭",
不寒而慄,,,,,,,,,,,,,,,,,,,,,
不堪回首,,,,,,,,,,,,,,,,,,,,,
不符,,,,,,,,,,,,,,,,,,,,,
不祥,,,,,,,,,,,,,,,,,,,,,
不爽,,生氣,生氣,,,打人,,,"打人,生氣,吃東西,打架,罵人",,"打人,大吼大叫",,,,,,,,,"打人,生氣,吵架,罵人,打架,睡覺,哭,罵髒話,想大叫,不高興,哭哭",
不清楚,,,,,,,,,,,,,,,,,,,,,
不捨,,,,,,,,,"想念,掉眼淚",,,,,,,,,,,愛,
不得要領,,,,,,,,,,,,,,,,,,,,,
不得已,,,,,,,,,,,,,,,,,,,,改變性向,
不動聲色,,,,,,,,,,,,,,,,,,,,,
不做聲,,,,,,,,,,,,,,,,,,,,,
不悅,,,,,,,,,,,變臉,,,,,,,,情緒,"煩燥,憤怒,不接電話",
不屑一顧,,,,,,,,,,,,,,,,,,,,,
不屑,,,,,,,,,,,,,,,,,,,,"衝突,爭執",
不容忽視,,,,,,,,,,,,,,,,,,,,,
不害羞,,"女朋友,女友",,,,,,,,,,,,,,,,,,,
不哼不哈,,,,,,,,,,,,,,,,,,,,,
不准,,,,,,,,,,,,,,,,,,,,,
不貞,,,,,,,,,,,,,,,,,,,,,
不要臉,,厚臉皮,,,,,,,生氣,,,,,,,,,,,"街頭親親,厚臉皮,偷東西,大剌剌,當第三者,破壞別人感情",
